,index,name,year,unique_words_pct,indef_words_pct,word_counts_avg,adj_pct,verb_pct,adj_verb_ratio,adj_noun_ratio,unique_verbs_pct,2_grams_avg,3_grams_avg,4_grams_avg,5_grams_avg
0,0,Black Money,1966,0.0924737342308,0.0146984155915,14.9408675355,0.0880464649885,0.226712159294,0.388362341318,0.254278084922,0.071399850652,2.19739665284,1.20696753512,1.04260951011,1.00952919219
1,1,Find a Victim,1954,0.101083473218,0.0150007630093,13.8541226216,0.0934409717983,0.220943718716,0.422917530046,0.274721823403,0.0897223373394,2.1062968082,1.18643515417,1.03747625079,1.00793724042
2,2,Sleeping Beauty,1973,0.0717352330628,0.0154274391395,19.6304700162,0.0856278151489,0.233794791162,0.366252022654,0.254613843288,0.0583535598706,2.48302826182,1.26400691773,1.05764720559,1.014563862
3,3,The Barbarous Coast,1956,0.103601166519,0.0148190179596,13.683820874,0.0951984897092,0.218688528919,0.435315424087,0.273870110141,0.0845155448234,2.08255468836,1.18054214052,1.03494994469,1.00763267423
4,4,The Blue Hammer,1976,0.0723455092587,0.0141783222694,19.5004395604,0.0880672534061,0.23191606847,0.379737609329,0.26025709338,0.0586005830904,2.49918314461,1.27321126195,1.06230842912,1.01600916118
5,5,The Chill,1964,0.0870757001233,0.0141281008726,15.9919634703,0.0913775177945,0.226558661899,0.403328290469,0.266076715792,0.0698940998487,2.25895920947,1.21714349265,1.04388830599,1.01110982792
6,6,The Doomsters,1958,0.0905051726631,0.0148410079792,15.6657742998,0.0898548437993,0.228542126854,0.393165343459,0.266567851153,0.0731216200667,2.1968983741,1.20304592611,1.03939224179,1.00877902582
7,7,The Drowning Pool,1950,0.109133386873,0.0137256333504,12.9265760664,0.0970427163198,0.212048192771,0.457644628099,0.286138741765,0.0932506887052,1.9863101108,1.1559873063,1.02879891835,1.00623007185
8,8,The Far Side of the Dollar,1965,0.083617336225,0.0154566422252,16.8693379791,0.0858768337864,0.230010437815,0.373360594425,0.251132056485,0.0643295267541,2.32631269854,1.23143555612,1.04686279927,1.01023649432
9,9,The Galton Case,1959,0.0977607412719,0.0140229441288,14.392538202,0.0865794299739,0.227789804614,0.380084745763,0.249860724234,0.0779661016949,2.1452700704,1.19171801824,1.03674000372,1.008314563
10,10,The Goodbye Look,1969,0.0861707625172,0.0129191548002,16.1446118192,0.0878494747115,0.230509788162,0.381109519955,0.257141656864,0.0692983002304,2.25643766398,1.21442766989,1.04589814426,1.01294168969
11,11,The Instant Enemy,1968,0.0887102521344,0.0140248856202,15.8843106181,0.0844165098911,0.228065674705,0.370141232346,0.242825516563,0.0700537432821,2.20511047553,1.2020113761,1.04184734185,1.01041276608
12,12,The Ivory Grin,1952,0.108564431319,0.0126629690989,13.1194481194,0.0935158501441,0.215345821326,0.434258949481,0.268959801077,0.0943459350953,2.01351743343,1.16335936714,1.03102951443,1.00689044911
13,13,The Moving Target,1949,0.101540166851,0.0133743655563,13.8597129573,0.0905762751418,0.219031227666,0.413531331158,0.265645720152,0.0835053605913,2.07120200586,1.18155341479,1.03635346756,1.00884356745
14,14,The Underground Man,1971,0.0832742963869,0.012996715399,16.7678185745,0.0850249884074,0.229867587202,0.369886809369,0.248793909242,0.0682505883671,2.3249281265,1.23637145451,1.05010280273,1.01221738337
15,15,The Way Some People Die,1951,0.0985377068463,0.0132595503515,14.4289296046,0.092955788179,0.216660650543,0.429038627669,0.271654620043,0.081821547575,2.11038081805,1.18544106229,1.03548936288,1.00816667565
16,16,The Wycherly Woman,1961,0.0877044270392,0.0149300964071,16.3396121884,0.0875517171215,0.226300558432,0.386882461661,0.253585226901,0.0693840851191,2.29354278456,1.22923989608,1.04890279902,1.01228818892
17,17,The Zebra-Striped Hearse,1962,0.0870953186689,0.0154765933446,16.2095447065,0.0870109652092,0.227099408871,0.383140430182,0.250324548877,0.0688490387959,2.29506032206,1.21844546767,1.04229276896,1.00916428547
